match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.1,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,CAK Rajitha,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.2,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,CAK Rajitha,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.3,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,CAK Rajitha,1,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.4,Afghanistan,Sri Lanka,Ibrahim Zadran,Rahmanullah Gurbaz,CAK Rajitha,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.5,Afghanistan,Sri Lanka,Ibrahim Zadran,Rahmanullah Gurbaz,CAK Rajitha,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,0.6,Afghanistan,Sri Lanka,Ibrahim Zadran,Rahmanullah Gurbaz,CAK Rajitha,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.1,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.2,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.3,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.4,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,4,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.5,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,0,0,,,,,,,,,
1340533,2022/23,2022-11-27,Pallekele International Cricket Stadium,1,1.6,Afghanistan,Sri Lanka,Rahmanullah Gurbaz,Ibrahim Zadran,M Theekshana,0,0,,,,,,,,,
