match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.1,Pakistan,Afghanistan,Fakhar Zaman,Imam-ul-Haq,Fazalhaq Farooqi,2,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.2,Pakistan,Afghanistan,Fakhar Zaman,Imam-ul-Haq,Fazalhaq Farooqi,0,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.3,Pakistan,Afghanistan,Fakhar Zaman,Imam-ul-Haq,Fazalhaq Farooqi,0,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.4,Pakistan,Afghanistan,Fakhar Zaman,Imam-ul-Haq,Fazalhaq Farooqi,0,1,1,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.5,Pakistan,Afghanistan,Fakhar Zaman,Imam-ul-Haq,Fazalhaq Farooqi,0,0,,,,,,caught,Fakhar Zaman,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.6,Pakistan,Afghanistan,Babar Azam,Imam-ul-Haq,Fazalhaq Farooqi,0,1,1,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.7,Pakistan,Afghanistan,Babar Azam,Imam-ul-Haq,Fazalhaq Farooqi,0,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,0.8,Pakistan,Afghanistan,Babar Azam,Imam-ul-Haq,Fazalhaq Farooqi,0,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,1.1,Pakistan,Afghanistan,Imam-ul-Haq,Babar Azam,Mujeeb Ur Rahman,2,0,,,,,,,,,
1390344,2023,2023-08-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",1,1.2,Pakistan,Afghanistan,Imam-ul-Haq,Babar Azam,Mujeeb Ur Rahman,0,0,,,,,,,,,
