match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.1,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.2,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.3,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.4,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.5,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,1,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,0.6,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,1,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.1,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.2,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.3,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.4,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.5,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,1.6,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.1,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,4,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.2,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.3,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,2,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.4,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,2,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.5,New Zealand,Afghanistan,DP Conway,WA Young,Mujeeb Ur Rahman,1,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,2.6,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,1,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.1,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.2,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.3,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.4,New Zealand,Afghanistan,WA Young,DP Conway,Fazalhaq Farooqi,1,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.5,New Zealand,Afghanistan,DP Conway,WA Young,Fazalhaq Farooqi,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,3.6,New Zealand,Afghanistan,DP Conway,WA Young,Fazalhaq Farooqi,4,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,4.1,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,4.2,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,4.3,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,0,0,,,,,,,,,
1384407,2023/24,2023-10-18,"MA Chidambaram Stadium, Chepauk, Chennai",1,4.4,New Zealand,Afghanistan,WA Young,DP Conway,Mujeeb Ur Rahman,6,0,,,,,,,,,
