match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.1,Western Province,North West,JA Bird,D Smith,M Pretorius,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.2,Western Province,North West,JA Bird,D Smith,M Pretorius,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.3,Western Province,North West,D Smith,JA Bird,M Pretorius,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.4,Western Province,North West,D Smith,JA Bird,M Pretorius,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.5,Western Province,North West,D Smith,JA Bird,M Pretorius,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,0.6,Western Province,North West,D Smith,JA Bird,M Pretorius,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.1,Western Province,North West,JA Bird,D Smith,M Jansen,0,1,,,,1,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.2,Western Province,North West,D Smith,JA Bird,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.3,Western Province,North West,JA Bird,D Smith,M Jansen,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.4,Western Province,North West,JA Bird,D Smith,M Jansen,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.5,Western Province,North West,JA Bird,D Smith,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,1.6,Western Province,North West,D Smith,JA Bird,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.1,Western Province,North West,D Smith,JA Bird,K Mungroo,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.2,Western Province,North West,D Smith,JA Bird,K Mungroo,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.3,Western Province,North West,D Smith,JA Bird,K Mungroo,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.4,Western Province,North West,JA Bird,D Smith,K Mungroo,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.5,Western Province,North West,JA Bird,D Smith,K Mungroo,2,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,2.6,Western Province,North West,JA Bird,D Smith,K Mungroo,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.1,Western Province,North West,D Smith,JA Bird,M Jansen,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.2,Western Province,North West,D Smith,JA Bird,M Jansen,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.3,Western Province,North West,D Smith,JA Bird,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.4,Western Province,North West,JA Bird,D Smith,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.5,Western Province,North West,D Smith,JA Bird,M Jansen,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,3.6,Western Province,North West,D Smith,JA Bird,M Jansen,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.1,Western Province,North West,D Smith,JA Bird,K Mungroo,0,4,,,,4,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.2,Western Province,North West,D Smith,JA Bird,K Mungroo,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.3,Western Province,North West,D Smith,JA Bird,K Mungroo,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.4,Western Province,North West,JA Bird,D Smith,K Mungroo,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.5,Western Province,North West,D Smith,JA Bird,K Mungroo,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,4.6,Western Province,North West,D Smith,JA Bird,K Mungroo,0,0,,,,,,lbw,D Smith,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.1,Western Province,North West,JA Bird,SV Kitime,GG Peters,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.2,Western Province,North West,JA Bird,SV Kitime,GG Peters,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.3,Western Province,North West,SV Kitime,JA Bird,GG Peters,0,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.4,Western Province,North West,SV Kitime,JA Bird,GG Peters,4,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.5,Western Province,North West,SV Kitime,JA Bird,GG Peters,3,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.6,Western Province,North West,JA Bird,SV Kitime,GG Peters,0,1,1,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,5.7,Western Province,North West,JA Bird,SV Kitime,GG Peters,0,0,,,,,,caught,JA Bird,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.1,Western Province,North West,SV Kitime,EM Moore,WJ Lubbe,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.2,Western Province,North West,EM Moore,SV Kitime,WJ Lubbe,0,1,,,,1,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.3,Western Province,North West,SV Kitime,EM Moore,WJ Lubbe,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.4,Western Province,North West,EM Moore,SV Kitime,WJ Lubbe,2,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.5,Western Province,North West,EM Moore,SV Kitime,WJ Lubbe,1,0,,,,,,,,,
1444794,2024/25,2024-10-23,"The Wanderers Stadium, Johannesburg",1,6.6,Western Province,North West,SV Kitime,EM Moore,WJ Lubbe,0,0,,,,,,,,,
